String,Symbol,Library,LibraryPath
Cannot copy adjacencies from/to an empty layerHeader,fts_set@@GLIBC_2.2.5,,
non-empty adjacency information on target layerHeader,FcszzluqyJsRyiMC,,
"vdbiCopyCellLayerAdjacencies(): %s (cell %d, layer %d)",VYeAcHwa3XryWuDu,,
different original region counts on source and target layers,main,,
vdbiCopyCellLayerAdjacencies(): %s lay %d (%d) lay %d (%d),laff_ctrav_get_tag_stack,,
"vdbGenerateAdjFromDisk(%d,%d) : idAdjs == frmcNullId",0wUlxzW6k61BZIqK,,
"vdbGenerateAdjsFromDisk(%d,%d) : adjCount mismatch %d != %d",Ox7899962c074177ff,,
vdbattr.c,vdbiByteSwapReadVdbRegionPair,,
appCopyAttrInfoDebug,rcAllocPreConVia,,
BROKEN INTEGRITY of vdbState->attrRegister,1qUxXB1JPmED6AXD,,
"vdbRegisterAttr: adding new attribute (name %s, type %d)",5Ugqv6p0p7G54dKU,,
during task processing is not supported,clsBdDoEnv,,
BROKEN INTEGRITY of vdbState->attrRegister->attrId,frmiIdComp,,
 ---- Enter <vdbCopyAttrInfo> ----,eh6US8ZayrVAOcBB,,
      fromLH->dirtyFlags = 0x%h,rppVdbDBUPerUU,,
appFreeXYPool,HpSR40prj8POlhfM,,
appPrintBBox,rc_get_conn_repl_layer,,
vdbbubble.c,utlPolygonMergeAnySize,,
vdbBubbleUpTreeMaskLayers : Incorrect specification of mode %d,_ZN17votRecursiveMutexD1Ev,,
Old %12d %12d %12d %12d %x %x %x %x type=%d %s (%d) llc=%d,mExoALW3tn60h3kB,,
New %12d %12d %12d %12d %s (%d lev=%d),plVerify,,
"Group %d Layer %d: hbox: (%d, %d), (%d, %d)",kmSOlY6MonNbuhTc,,
vdbchglbl.c,utlVdbToEdge,,
vdbChangeLabel2: Non-text shape type,voAutoMountDebug,,
vdbchkpt.c,Ox7899843b21d1a51c,,
Writing original,rcRcxFileName,,
Writing,p4iPGyObECbDOR9R,,
 layer %d/%d out to disk...,extParCalcLength,,
Rewriting layer %d/%d to disk...,vdbvgGlobalListMode,,
"done in %.2fdt %ddw (%d, %d, %d) (%d cells)",rcSelectSub,,
Removing cell/layer %d/%d from memory...,QnV4ot4CT3e4wm5x,,
"done in %.2fdt %ddw (%d, %d, %d) (%d bytes freed.)",laCombineEdgeArray,,
Removing layer %d/%d from memory...,P3JGWj4fRMta2C5G,,
"done in %.2fdt %ddw (%d, %d, %d) [%lu] (%d + %d + %d = %d)",Ox7899a64457e74722,,
vdbdaemon.c,vD6sfvDMckdH0TK5,,
Daemon socket number is %d.,XDQGOsCkviT537qs,,
%s send failure %s.,frmHeaderList,,
%s [%d] send failure %s.,utlufDiffRegionSameNet,,
"lkUpOn %d, grp %d, lnet %d",PGNc4FSoeLhORtmz,,
No vdbpsd daemon was started,sNZpwhkxX4G8Fre2,,
Termination,CvPrPW36HuGyPEIn,,
Update frmId,rciBuildRuleGroups,,
Get grid cell frmId,plStorePtrnRsltByPtr,,
Grid cell frmId,k1lMhae8BvOFonIG,,
vdbSetLayerTable,vdbiByteSwapReadVdbShapeInstRec,,
%s: %s request for layer %d.,clock@@GLIBC_2.2.5,,
Set layer table,Ox789974bf377d1565,,
Layer table sequence number,clsEditLockControl,,
GetLayerTable,Ox7899824823419669,,
Get layer table,save_convert_endian_on,,
Layer table,vdbiDeleteOverrideHash,,
vdbMergeLayerTable,vdbInitSignalHandlers,,
Merge layer table,clsReleaseReadLock_FILE,,
Set group net,vdbCopyAttrInfo,,
Get group net info,tCeFd52PbmIIzFJJ,,
Group net info,pager_table,,
Set net version,f1zKl5qem5kQ4EBZ,,
Get net version,varModifyAssociatedGroup,,
Set hierarchy version,vdbiByteSwapReadVdbCoord,,
Parent group count,XyrT64f6ISUOeIb9,,
Parent ref array,CGv1ZaUYNZ7rHxr8,,
Variant inst count,ucViIglInWR6avdL,,
groupInstSeqList,5wTPeFDy7WMLKFLv,,
newGroupList,utlufRectEncEdgeShape,,
Group  insts count2,4GTPAtYhOK60owWR,,
groupInstShort,RJINPX7ixwBp422l,,
Set intconInfo,tRysNTke1CAGrVE5,,
vdbiSetGroupNetInfoStart,sizPolyIn,,
vdbiSetGroupNetInfoStop,rcPrepareLyrPurpTableForSave,,
Get intconInfo,_ZN9rr_stringD2Ev,,
Update group bboxes,rcDivaEchoParasitic,,
Update unstable devices,rU4mBpAxWifZbGIa,,
Update device labels,cdwNSZbPaDoOBYQW,,
Get hierarchy version,rcPreConVia_readwrite,,
variant layer number,Ox7899a8154d8afb99,,
variant count,sizCreateUnfriendliesAndOverrides,,
treeRootId,gJGHoF7XQG0roC8M,,
bUserFillCell,rcAddEdgePrepVC,,
parent group count,voSetMemLog,,
variant pair array,clsNetReadEx,,
Group insts count,lemDLSym,,
parent ref array,q4G5why4RSJfRhgq,,
groupInstSList,870O0A3Nor8kh8Qs,,
Save DB,rcEchoGLayer,,
Increment internal net count,vdbGetFirstPinForNet,,
Lock net/hierarchy,hash_dump,,
Unlock net/hierarchy,_ZTS23cpp_oasis_trapezoid_rec,,
Lock net/var task,Ox7899a66a41420333,,
Unlock net/var task,fQ1cS3bE9wscJaBP,,
Not able to open frm to read,eaTU7ychQpfQy2SE,,
set task status,69yBAJECKFcCXter,,
vdbiDaemonOpenFile failed,A2vSCyA387PZ7bbe,,
vdbFileRec,I7G5WhDDfoQ1wUyb,,
vdbiDaemonCloseFile,cRbh1hAEZMzkCs1I,,
vdbiDaemonDeleteFile,_ZN26cpp_oasis_file_level_props10prop_namesE,,
Failed to connect to vdbpsd on %s. %s.,YNr0hBE6lel54h9H,,
Trying to reconnect to vdbpsd,Ox7899811354af5d62,,
%s receive failure. %s. n=%d bufferSize =%d,QcKEXeQr2dPUU2X3,,
"%s>> msg-> cmd %d, datSz %d, lyr %d, ",lfvY5OOjbq46xb8O,,
"%s>> msg-> shpnum %d, shpcnt %d, dataSz %d",pdvSign,,
%s: Model message align error,n5VwUWIPM7IrnBEQ,,
%s: Shape Num message align error %d %d,loAndOutShape1,,
Failed to start the vdbpsd program,rppGetSimWorkCount,,
"n = %d, sz = %d, recv port = %d, frm port = %s",tNTy8X6yCb3IUQWz,,
Unexpected message at frmId recv ack,Ox789966a220f3b15c,,
%s: layer %d type is invalid: %d.,VUkKjf6grAmcB8Tv,,
%s: Lyr SeqNu %d chgd from %d to %d; GrCell %d was rng,EYAnzebj3COEQq5i,,
Unexpected message at group bboxes recv ack,vdbiByteSwapReadVdbStringId,,
vdbSetUnstableDevices : sent message to daemon %d groups,emsGetMsgDetail,,
Unexpected message at unstable devices recv ack 1. %s. ,eUzxBxBCPi1q7p0o,,
Unexpected message at device label recv ack 1. %s. ,0J8AAY69BpMKHGLw,,
"Hierarchy versions out of sync. Daemon: %d, Slave: %d",nsmpck,,
"%s: vdbUpdateHierarchy, has old %d ver instead of %d ver",antTask,,
"vdb recv Unable to reproduce new group id. Previous: %d, Current: %d, old group id: %d",mopiSetMaxReportedIE,,
Array cell variant call not logged. Assoc cell: %d,rcUSizePrep,,
Not able to to restore vdbState Information,hV2qQqPvy35q62JN,,
"Number of tasks (%d) exceeds %d, restarts will be inaccurate.",2Vm6PuCn6RnBsk5U,,
Error closing vdbFile %s with daemon,Sv2hZxcR2YV2sdmZ,,
Error deleting vdbFile %s with daemon,9zeHioepNt2NVIGq,,
vdbdevice.c,loufAnd2,,
vdbBeginAddDeviceInst,roOpSQ1MWnogdyV9,,
avD%d_%d,bXSbsflJdXJuUybT,,
"Currently adding device insts to group %d, layer %d",rcNxCellName,,
"Attempt to add device insts to group %d, layer %d",emsSetLimitPerMsg,,
"Cannot find layer %d, group %d, in order to add device insts",XZSA0XtwrK01oBEB,,
Call to vdbEndAddDeviceInst without vdbBeginAddDeviceInst,vdbiByteSwapWriteVdbShapeInstSeq,,
Missing device data for layer %d,edgCountForEdgePoints,,
vdbiCreateDevLayerInfo: group %d already has devInfo,rcFreePurposeTable,,
Device layer %d not found in group %d,laff_ctrav_add_tagtext_filt,,
vdbdist.c,rcSaveInt_readwrite,,
"No layer header for group %d, layer %d",qu4MmXmmt2cIZUFD,,
vdbnagmn.c,f8rh1uopRNfXStLt,,
appAGDoNotProcessUnion,utlPolygonAndNotGenericX,,
appAGDoNGSecondGather,htonl64,,
appAGDoAGSecondGather,_ZN11lvsdbReadDBD1Ev,,
AG failed to find layer header side A.,utlFindRedundantData,,
AG failed to find layer header side B.,hcvTCuyINIzO29Gq,,
vdbngmn.c,iqaNcsXY0p8qkgRT,,
vdbGather: parent1 and progeny1 are both null,Vq0oPW34ucRJLOjx,,
vdbvgaai.c,rcGenericArgs_readwrite,,
Need to handle VDBVGAUNTLAYERS case,Ox789992960e3e260e,,
Logic error in window computation,Ox789996b2616b7d00,,
vdbvgii.c,getsockname@@GLIBC_2.2.5,,
Logic error in query window computation,K64KGoD9QVFHlHG6,,
appTargetRAMDelta,utlEdgeButtOrCoinEdge,,
avtremove.c,77Z6agwQhAhPViK7,,
deleted from disk,4b4gsw3HwkhAody2,,
"kept on disk, ",eZWdpkI9vYn06jyC,,
removed from mem,AR3hcl4F41w1rY1G,,
leave in mem,sSd22v8p3wlBE6AC,,
returned rcLayer with index,vdbGetShapeRegionNum,,
couldn't match vdbLayer,printT,,
"Lyr %s (%d), ",cdsAssertSetAction,,
"deleted, freed bytes = %d",utlClusterEndClusterIterator,,
"Lyr %s (%d) used %d tasks ahead, look %d, ",_ZSt19__throw_logic_errorPKc@@GLIBCXX_3.4,,
Corrupt memory resident list (layer %d).,asvWorkDir,,
rcGetLayerPByNumber(%d) %s %d != %d.,bsearch1DAutlShapeProps,,
avtDeleteOrRemoveLayers(): %s %d to rcLayer,rcFreeStore,,
?appForceLVS,Ox789995d80bdba82f,,
avtruntype.c,voBadSysTime,,
appNoMPGrids,arFillTiles3x1,,
appMPGrids,rcEchoGroupViaLayer,,
\(,vdbUpdateGroupInstOffsets,,
\(,ghhPyOqSr1d1H1eD,,
\(,2qZvM89iPXrQosqQ,,
\(,_ZNK14lvsdbIndexLine5printER11lvsdbStream,,
\(,BtX7LcGOaCFsYtnz,,
\(,_ZN22cpp_oasis_property_rec8read_dupER20cpp_oasis_input_fileR16cpp_oasis_modalsRi,,
\(,Ox7899870a2431fc57,,
\(,utlSizeGrow,,
\(,OVJPDzSiw6f1YUlq,,
\(,tSVNF1hFkWqO8N92,,
\(,uj1wtZr6zhlgCER0,,
\(,Ox78996b9c7ee0232e,,
\(,NiAr0tDbVVndad1h,,
\(,IYUbJhXtX2VQlGyg,,
\(,getNetList_readwrite,,
\(,clsIsLockStakeFileName,,
\(,4Q9SXXNKt6ppMjtl,,
\(,vdbChangeGroupName,,
\(,vdbiValidateShapeModelIndices,,
\(,_ZN13cpp_oasis_rep11init_type_2Eim,,
\(,lgYr5coJPdaerupW,,
\(,oV9DtkPdx28uaPL8,,
\(,BVSEKT3LnQfoWZaB,,
\(,utlCopyNon45Shapes,,
\(,gfTEnXdsbQMUMxNC,,
\(,bWHTgUnv2tB5CNhh,,
\(,Ox789982b97db7af3d,,
\(,nBYXyb5NgfAUePqt,,
\(,ECbqGeHYYztwHoYr,,
\(,wgj9MAIha3siLHbK,,
\(,vdbResetNetLayerAfterShapeArrayProc,,
\(,_Z18compute_num_spacesi,,
\(,uname@@GLIBC_2.2.5,,
\(,rcSearchCat_lyr1_lyr2,,
\(,jYI1bOt3iBrczTab,,
\(,rcEchoLabelDev,,
\(,vdbGetAdj,,
\(,kC7qMdEnNvuaMH4f,,
\(,_ZN23cpp_oasis_layername_recD1Ev,,
\(,rppGetAppValue,,
\(,extParGetScale,,
\(,Q55c4LFpvX2T99t6,,
\(,Ox78997ef721e6ea9e,,
\(,LHByYDnxTjDJvGXl,,
\(,6GCcK1qhZBDwc4KI,,
\(,rcUnSupport_abgenRules,,
\(,jJ99b6ELPPw05jds,,
\(,feof@@GLIBC_2.2.5,,
\(,poAajLCqmiq6oOSR,,
\(,HReUI3dIvnT9BeoS,,
\(,sepEliminateParentRqEnclosureOrig,,
S(,a2VdysqM31mFRebU,,
S(,_ZNK18cpp_oasis_refnames12return_entryEPKh,,
\(,rcbcSave,,
\(,sepGatherMarkedProgeny,,
\(,H4tpWE99DyfqsEPF,,
\(,utlInitRectLib,,
\(,gbMbgHDFgGzizuXx,,
\(,rcMeasStrainBo_readwrite,,
\(,end_VER_comparison,,
\(,vWfY81wm7udnGSgB,,
\(,utlufSaveOneSideShapeToLayer,,
\(,vdbIsThisSingleParentGridCell,,
\(,Ox78998b2f7566b2a6,,
S(,uFxulT9LABzahZji,,
\(,voSetFreeFill,,
\(,fseeko64@@GLIBC_2.2.5,,
S(,x6tK6qWDIAfq0krD,,
\(,rcAllocVerifyArea,,
S(,avtPrintLogo,,
*ERROR* avtIsDRCRun() called before license checking,vdbiByteSwapWriteVdbArrayInfo,,
*ERROR* avtIsLVSRun() called before license checking,vdbGetNextRegionPin,,
/proc/%d/stat,vcInAbgenRules,,
%d %s %c %lld %lld %lld %lld %lld %llu %llu%llu %llu %llu %llu %llu %lld %lld %lld %lld %lld 0 %llu %llu %lld%llu %llu %llu %llu %llu %llu %llu %llu %llu %llu %llu %llu %llu %lld %lld %llu %llu,_ZN17cpp_oasis_loc_rec6killerEPv,,
avttime.c,vdbvgAA,,
%-15s %.2fdt %ddw %.2ft %.1fmeg %dpf %.1frss %dr %dw,vdbvgSetNets,,
avtutl.c,rcIntRules,,
-exec,vub2qpSPHp7sJjzJ,,
 Summary Report: %s.sum,asvHasRCX,,
 RSF           : %s,8VscJ2cfpFjh0eno,,
 Library Name  : %s,GygRU8gV2Fd8quim,,
" CDSLIB Path   : ""%s""",jz67DB5hjRTPDhnw,,
" LIBDEFS Path  : ""%s""",_ZN21votInfoStreamReporter14s_currReporterE,,
 Cell Name     : %s,YSx5Bdi3Sg0kWy8u,,
 View Name     : %s,P24ChMkUPpsCbtdr,,
 Rules File    : %s,GPkkMTlQcTmfCICk,,
 Options       : %s,sizCheckLargeRegionCriteria,,
 QTest Dump    : %s,voFileIsLink,,
 outcdb        : %c,9tMExLlJdDF8Y63R,,
 Work Directory: %s,Tekmyxh8PmwNM73F,,
 Operating Mode: ,Ox78997d640ca2711c,,
Legacy Mode is On,csHHSvICcVmbryZR,,
Legacy Mode is Off,6XBBwG6SMvHGZQi7,,
### Experimental ###,get_VER_U_next_address,,
### Unknown ###,extDevDataCompare,,
Echoing run specific file...,emanSerialCompare,,
appDevicePropertyDebug,N6we23umuIzBMU08,,
Pre-register stage. ,rcSetCellPrefix,,
device property = %s. ,asvLVS,,
    attr value = %s. ,rcGeomAndNot,,
    attr value = %d. ,_ZN19cpp_oasis_pointlist5scaleEd,,
    attr value = %f. ,utlSetRoundDirection,,
appNewMeasParaDebug,rcIsSymbolWithName,,
avTmpRegion1,_ZN21cpp_oasis_output_file16output_trapezoidEjjimmllllPK13cpp_oasis_repPK19cpp_oasis_pointlist,,
avTmpRegion2,voiDbgMemName,,
avMFID,aFH5oSDH9oT291UV,,
Property cannot be saved.,CJobCT3WJZYa0EZz,,
%s.wrx,DQ3AvV1Dm8SPn9bC,,
Cannot open %s file.,vdbiByteSwapWriteFloat,,
*WARNING* %s,Ox78997eca49a909b8,,
 WARNING (AVMAIN-10001) : ?largeCoordSpace rsf switch in On (large coordinate space mode):,3XdF1OjZwysyQYxS,,
      it increases maximum input coordinates but round-off issues,emsGetMsgType,,
      may be different from the default behavior.,yNvJNm7R8fIYrLrV,,
      Use the same mode to check QA cells and whole layouts.,rcLayerNames_readwrite,,
 At the pre-register stage.,utlCreateAdjTable,,
"in avtutl.c(rccSaveParameter) register prop_name =%s, type = float",nDN8yqjtYjPpyOOQ,,
"in avtutl.c(rccMeasPara) register prop_name =%s, type = float",JcDJ8sF9uRRBaQQF,,
in avtutl.c(rccCalculate) register expr String =%s,fRaCKeiep7fpLQHD,,
"in avtutl.c(rccCalculate) register prop_name =%s, type = float",2H7RbtMQSA0TmChP,,
Unknown type of attribute '%s'.,ojPT9XXiIImbAN4Y,,
***INFO*** Insufficient memory allocation for AMP will stop,rcDumpGetText,,
the run from completing successfully. Please refer to the,8Izn3ukZfaMNBerB,,
Assura Physical Verification User Guide for more information.,bD11xrVSjO7BLMqy,,
Current specified memory allocation is %d MB.,_ZN16cpp_oasis_gdelta19raw_compute_offsetsEmmRlS0_,,
*WARNING* The Assura Advanced Multiprocessing (AMP) functionality,__cxa_begin_catch@@CXXABI_1.3,,
"*WARNING* will be decomissioned in the next release of Assura,",fp5wLeSaOPaUzPjr,,
*WARNING* currently scheduled as Assura 3.1.4.,vdbvgSetRegions,,
Coding Error: avtWarnCont() was invoked before avtWarn(),frmFirstOpenDir,,
edgflat.c,Ox78997fc217afeef7,,
Passing %d,utlufEdgeShapeEnclosure,,
edgAND done,utlMapNetToInt,,
Receiving %d edge,wCHUjVw2yRrqSRyA,,
Receiving %d edges,vdbiSaveLayerStampInvalidTable,,
 from flat processor,laDecreg,,
non45 processing done,HashString,,
 after non45 processing,Ox78997afc61d6a917,,
edgANDNOT done,vyU7wu2ZZK36ZywZ,,
Boolean edge processing done,UFRqnbcO9DO35Vj6,,
Returning %d edge,uo7TylgMf1RjM8uM,,
 from boolean edge processor,pSSinUmzWpS9fGSR,,
appDisableAAPrepareEdges,x5mpa8LTtV0YEAJd,,
 Unexpected shape type during edge boolean,rcPDVattach_readwrite,,
 into first side of flat processor,ci47yF64P9kG1mRc,,
 into second side of flat processor,AxGLdv7jIFFlOeB3,,
Invalid opcode %d passed into utlEdgeBoolean.,rcOverwrite,,
edgflatAA.c,voThread_create,,
Dump resAATable,_ZN21cpp_oasis_polygon_rec4readER20cpp_oasis_input_fileR16cpp_oasis_modalsRi,,
shapeInstSeq:%d,Ox78999a3809636b49,,
edge:,SyPXM4N1Jn8xG2JC,,
(%d %d) (%d %d),vdbiResetOverrideOrigRegionNums,,
Unexpected failure,utlTraceOutFlatProcess,,
appDisableAAMerge,Ox7899830a1b8bbd35,,
Unexpected hash item in edge boolean,rcResetComplainFlag,,
Error occurs in edgufeBoolAA(),UZDoeSVWAqx2Nf4f,,
Only geomAnd and geomAndNot are supported in edgBoolAA(),vt7CjfwPcOCAbOMN,,
edgold.c,vdbGetShapeInstSeq,,
"          Layer2 = %4d,",B2tlespuiyHJV7PD,,
"          outside = %4d,",rcDumpScale,,
outLay1 shapes!,lvsdbClose,,
outLay2 shapes!,get_node_B_unlooped,,
newWorkLayer1 shapes:,_ZN20cpp_oasis_cell_props10prop_namesE,,
workLayer1 shapes!,rcAutoFindMinGrid,,
optLayer[0] shapes!,HgK801ztOCGuq9xR,,
flatLay edges:,vcMsg,,
Translate Layer1 overrides to outLay overrides!,printf@@GLIBC_2.2.5,,
%d Overrides found in input layer!,Ox789986d133793c1e,,
Number of Overrides generated = %d,emsIssueSubLevelMsgWithOrigin,,
appStdCellDoNotReplaceGetEdgeLayer2,VIYoeKqj3W1uMxXq,,
"edgGatherInput1(cellId = %4d, parLay1 = %4d, proLay1 = %4d, ",mopInit,,
"          outLay1 = %4d, outLay2 = %4d )",rcOutputErrorLib,,
"edgGatherInput(cellId = %4d, parLay1 = %4d, proLay1 = %4d, ",fdopen@@GLIBC_2.2.5,,
"                              Layer2 = %4d,",rcVDDNames,,
"                              outside = %4d,",Fr4yKyo4fAI2vyW7,,
numShapes input to edgGetWorkLayer %d,_ZNK22cpp_oasis_property_rec14encode_for_gdsER20cpp_stream_base_filePK18cpp_oasis_refnamesS4_RmRPh,,
Layer1 shapes input to flat processor %d,selFlatEdge,,
Option[%d] shapes input to flat processor %d,_ZTI20lvsdbLabelOpenRecord,,
loand.c,zyjNwD8ZcdbDqQnG,,
appGeomAndQuestion1,vdbOrGroupBBox,,
%d layer 2 shape,XHFrjaBchnZ48Gt0,,
appGeomAndPrintRedInTaskInfo,9i3Gk05DRwsao8YS,,
onum = %d,VdbExitFunc,,
gnum1 = %d,A8kp1tn3MmqvIpFY,,
gnum2 = %d,build_xy_t_from_packed,,
appGeomAndRedInShapesPerScore,xp_y1,,
appGeomAndPrintThresholdStats,Ox78999e1811c7e1b3,,
Running reduced-input And ,hash_incr_ref_count,,
appNewAnd,utlPolySameEdgeOnly,,
Total number of cells: %d,j0Idc7E6VUD3lwxO,,
appGeomAndPrintRedInCellInfo,extParMatchStates,,
   output shapes: %d,vdbBringUpVirtualRegion2,,
Good  shape score: %f,vFNlMaDhix6LGZhQ,,
Total shape score: %f,vdbiByteSwapReadVdbSaveStateData,,
begin in (1) %d-------- %s,rcFlattenArgumentsList,,
end---------- %s,cdsAssertDefaultHandler,,
appAndNoGroupVias,Ox789998455b034e4e,,
 Unsupported input layer,laPolygonToEdge2,,
 Invalid geomAnd,rcIsMinCov,,
appNewAndMerge,e0PEHraoLk9vWWu6,,
appDrcDebugLevel,_ZN14gen_cpp_compat18s_COPYRIGHT_MSG_4ME,,
Ending geomAnd,241SK5b76mXKSc0O,,
Created %d shape,rcCraCellNames,,
 on output layer,_ZN5lfile13read_two_workEPKcPPciiS1_iRi,,
%3d model=%lx ,ilError,,
parSid=%lx ,VER_recreate_loops,,
%3d gId=%lx ,_ZTV22cpp_oasis_xelement_rec,,
appAbort,oKnQFDxEWWmrok97,,
 Unsupported input layers,vdbiStoreNextRecord,,
TSO_AND,Y5vB6pkfGi8nXLOd,,
TSO_AND.gds,DsPB0k5916r7BCTr,,
appAndWithPushdown,Ox78999b057dfc98d1,,
 s1/s=%7.6f,Ox789991b21fcd2f57,,
 s2/s=%7.6f,vdbUpdateLayerBitsBelow,,
 s1/s2=%7.6f s2/s1=%7.6f,vdbiRestoreGroupDataWindowInfo,,
%d %lx,pdvMatchWild,,
 var %s (%d);,XmndyVZ1EXXdvSBJ,,
appGeomAndRedInThreshold,_Z11rppParalleliiii,,
appGeomAndRedInJudgment,tN9sgigqCuCy85Ft,,
appGeomAndRedInTargetPer,vdbSetAssociatedGroup,,
 layer numbers,gHtBoci243whKtsc,,
new overrides : %d ,rcDumpOriented,,
new edges: %d ,VD7DIW2WGzAuac2L,,
appGeomRedAndNoCopyInputOverrides,_Z17cpp_double_to_intd,,
Created %d overrides on the first reduced-input layer.,frmLastOpenDir,,
Created %d overrides on the second reduced-input layer.,R9KyG45GQi6IoqA5,,
Gathering data for flat processor,rcAntConnTopLyr,,
inLay1 has %d shapeArray shapes,drcCleanEdge,,
inLay2 has %d shapeArray shapes,techStringToPurpose,,
appGeomAndDoNotCutParentOutput,12JkUbfD2kBN740G,,
ufLay1 has %d shapeArray shapes,vdbiFreeDiskBlockChain,,
ufLay2 has %d shapeArray shapes,ADRC_ang_ge_89point9,,
Reduced input geomAnd task information:,utlufRectEdgeShapeEnclosure,,
Reduced input stats for cell '%s':,utlK2Select,,
   total parent friendly shapes in layer1: %d,AcBTvV6HFZtuhlSc,,
   total parent friendly shapes in layer2: %d,jpp2GHCUlEbl3RaK,,
   total parent unfriendly shapes in layer1: %d,loEdgeGatherParentOverlap,,
   total parent unfriendly shapes in layer2: %d,bmHashLookup,,
   reduced shapes in layer1: %d,asvCdsLib,,
   reduced shapes in layer2: %d,4ndnLlNuQaqu3RhO,,
   cumulative  good shape score: %f,rcAddPinTextToLabel,,
   cumulative total shape score: %f,d9OQBnEwRuDJQ0Sx,,
Reduced input geomAnd completed sucessfully,vdbiByteSwapReadVdbStampInvalidRec,,
Reduced input geomAnd terminated early,_ZN23cpp_oasis_xgeometry_recD2Ev,,
Total score needed to reach the threshold: %f,rcGeomGetMacro,,
Total score needed to reach a judgement: %f,_Z21cpp_double_to_int_bigd,,
Target percentage of success: %f%%,vcIsOptimized,,
Actual percentage of success: %f%%,dCXnkJGua2fTpPG0,,
Actual percentage of success is goodScore/totalScore,No_Optimize_VER_layer_vs_itself,,
model %lx s=%7.0f [%5d %5d %5d %5d],VER_U_vs_UL_Begin,,
WARNING: number shape after andEnclosedShape > 1 (%d). RootCell=%d (%d),gocq8Kmzcc2pGaGb,,
Expecting temp layers in geomAnd,rcEnvDefTableList,,
Input layer is an edge layer ,utlSliverEnableSmallTrianglesRemoval,,
*ERROR* geomAnd should have one input layer or ,_ZN21cpp_oasis_output_file21output_propstring_refEPKhj,,
two unique input layer numbers,symlink@@GLIBC_2.2.5,,
Processing shapes in the current cell only,voHelpFunc,,
lev1=(%5d %5d) lev2=(%5d %5d) inLay=(%5d %5d) outLay=(%5d %5d) %s (%d %d),TFdH7WLYF6Zds9XG,,
Mark own shapes %d in cell %s (%d),6Icg4Kj43SoEr0yW,,
mergePartShapes: before=%3d after=%3d sSeq=%2d %s,_ZN20cpp_oasis_input_file40add_std_current_property_to_current_cellEv,,
partList: seq=%5d numPart=%3d numWhole=%3d %s (%d %d),emsRegisterCDetailMsgCatalog,,
s=%7.0f [%5d %5d %5d %5d]  parentCell %s (%d),0saieZGRrNqr1PKX,,
removeDuplicate: sSeq=%d childId= %s (%d) countPart=%d allInst=%d,sepFigDEBUG,,
PUSHED ALL WHOLE childId %5d shapeSeq = %5d all = %5d whole = %5d %s,unXST1fGmxmZeCPD,,
PUSHED ALL PART  childId %5d shapeSeq = %5d all = %5d part  = %5d %s,rcGeomInside,,
PUSHED SHAPES to %3d cells: whole - %5d part - %5d,eGk0O4tH9Zeba2wb,,
wholeList: seq=%5d num=%3d %s (%d %d),_ZN9lvsdbListI12lvsdbMapNodeIi8lvsdbIntEEaSERKS3_,,
s=%7.0f [%5d %5d %5d %5d] grOrig= %5d %5d %s (%d %d %d),Ox7899b470509a501d,,
gId1=%lx  grOrig1= %5d %5d %s (%d),Ox78996eb74e58035e,,
need add. processing: chdId %5d shapeSeq = %5d all = %5d whole = %5d part=%5d %s,n8dKQNEChNNHd25D,,
PROMOTOD SHAPES from %3d cells to parent %d cells: whole - %5d part - %5d,zBWYqcukqEOuYeMA,,
processEnclosedShapes: parent cell %s (%d) countShape = %d,pclose@@GLIBC_2.2.5,,
Reduced input geomAnd turned off in avtPreProcess,zqNSmOrvkyzme7Ns,,
 >> Begin reduced input geomAnd threshold statistics,Ox7899ab8048d4adde,,
              Score               lowPer    highPer   numTimes,uFrJDPxMGEsg0UMQ,,
   -----------------------------------------------------------,8A8xPKwq8XDIMR6C,,
   %8d < score <= %-8d   %6.2f     %6.2f  %8d,i8AdolFnWkaaDuqU,,
   %8d < score               %6.2f     %6.2f  %8d,Ox789987ac3ebf805d,,
 >> End reduced input geomAnd threshold statistics,_ZN11lvsdbReadDB15readCellListingEv,,
First input layer is an edge layer,Ox789987a208ee1f03,,
Second input layer is an edge layer,iugs33j8fQWCJgKo,,
    shapes-square in lay1/lay2 (%5d %7.6f/%5d %7.6f),rcDoesLayerStamp,,
 shapes-square in lay1/lay2 (%5d %7.6f/%5d %7.6f),nvpt5p9S5dLJD3Rn,,
Shapes-square in lay1/lay2 (%5d %7.6f/%5d %7.6f) inLay=(%3d %3d) inputLay=(%3d %3d),fXLGnG9oR7ikdfny,,
ShapeInstList of cell %s (%d),rcWFreeVariable,,
groupId=%4d type=%2d llc=%d count=%4d %s;,elAHi1cGIMDhPr5t,,
** Reduced input geomAnd threshold is being set ,frmMMapBuf,,
"   to 100,000,000 to tabulate statistics.",DGGiCSqg9sNpZ37m,,
Skipping this geomAnd task because both input layers,Ox78996b7f21fdc25e,,
are identical.  Result same as input.,_ZNK9cpp_vtree7iterateEPFiPvE,,
*ERROR* geomAnd should have two unique edge input,selButtOnlyn,,
4@,select@@GLIBC_2.2.5,,
Q@,_ZN15lvsdbFileStream5tellpEv,,
i@,2QpD7IIff9xSpmXF,,
D@,arClipEdgeToBox,,
N@,gBShCG5ngAZkbYEC,,
Alocommon.c,Ox7899add73450e3c5,,
"Seen a point, skipping ...",utlDumpAdjClusters2,,
Edge input is expected.,_ZN9cpp_tokenC1EPKcicc,,
